"MSN","StateCode","Year","Data","Description","Renewable"
"NGCCB","CA",2004,236221.8595,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","FALSE"
"NGCCB","CA",2005,238472.7764,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","FALSE"
"NGCCB","CA",2006,250003.1034,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","FALSE"
"NGCCB","CA",2007,254141.7505,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","FALSE"
"NGCCB","CA",2008,258378.0245,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","FALSE"
"NGCCB","CA",2009,254251.9143,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","FALSE"
"NGCCB","NM",1960,9333.63,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","FALSE"
"NGCCB","NM",1961,10628.415,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","FALSE"
"NGCCB","NM",1962,13220.055,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","FALSE"
"NGCCB","NM",1963,11097.728,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","FALSE"
"NGCCB","NM",1964,13820.358,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","FALSE"
"NGCCB","NM",1965,13926.452,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","FALSE"
"NGCCB","NM",1966,15498.704,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","FALSE"
"NGCCB","NM",1967,30109.359,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","FALSE"
"NGCCB","NM",1968,33722.874,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","FALSE"
"NGCCB","NM",1969,31490.64,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","FALSE"
"NGCCB","NM",1970,35776.905,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","FALSE"
"NGCCB","NM",1971,36562.08,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","FALSE"
"NGCCB","NM",1972,35248.38884,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","FALSE"
"NGCCB","NM",1973,27540.88128,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","FALSE"
"NGCCB","NM",1974,27064.6551,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","FALSE"
"NGCCB","NM",1975,24522.54,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","FALSE"
"NGCCB","NM",1976,35943.51456,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","FALSE"
"NGCCB","NM",1977,27253.20576,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","FALSE"
"NGCCB","NM",1978,27260.44182,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","FALSE"
"NGCCB","NM",1979,28094.87227,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","FALSE"
"NGCCB","NM",1980,25675.3588,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","FALSE"
"NGCCB","NM",1981,21548.65278,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","FALSE"
"NGCCB","NM",1982,22838.31695,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","FALSE"
"NGCCB","NM",1983,23342.69124,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","FALSE"
"NGCCB","NM",1984,24357.32262,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","FALSE"
"NGCCB","NM",1985,18204.66735,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","FALSE"
"NGCCB","NM",1986,22362.92354,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","FALSE"
"NGCCB","NM",1987,21545.48523,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","FALSE"
"NGCCB","NM",1988,33322.47192,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","FALSE"
"NGCCB","NM",1989,29898.33983,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","FALSE"
"NGCCB","NM",1990,25030.41404,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","FALSE"
"NGCCB","NM",1991,26048.82271,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","FALSE"
"NGCCB","NM",1992,29080.40676,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","FALSE"
"NGCCB","NM",1993,29079.72942,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","FALSE"
"NGCCB","NM",1994,24956.30057,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","FALSE"
"NGCCB","NM",1995,24418.46905,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","FALSE"
"NGCCB","NM",1996,27382.79776,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","FALSE"
"NGCCB","NM",1997,28017.25252,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","FALSE"
"NGCCB","NM",1998,26631.31727,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","FALSE"
"NGCCB","NM",1999,26431.31354,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","FALSE"
"NGCCB","NM",2000,26137.27248,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","FALSE"
"NGCCB","NM",2001,26410.63486,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","FALSE"
"NGCCB","NM",2002,24769.112,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","FALSE"
"NGCCB","NM",2003,24287.77081,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","FALSE"
"NGCCB","NM",2004,26108.88083,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","FALSE"
"NGCCB","NM",2005,24779.63624,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","FALSE"
"NGCCB","NM",2006,23904.1159,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","FALSE"
"NGCCB","NM",2007,25627.63012,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","FALSE"
"NGCCB","NM",2008,25608.34087,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","FALSE"
"NGCCB","NM",2009,25372.8914,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","FALSE"
"NGCCB","TX",1960,61818.48,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","FALSE"
"NGCCB","TX",1961,64515.69,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","FALSE"
"NGCCB","TX",1962,70243.38,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","FALSE"
"NGCCB","TX",1963,77749.075,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","FALSE"
"NGCCB","TX",1964,84034.55,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","FALSE"
"NGCCB","TX",1965,83594.644,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","FALSE"
"NGCCB","TX",1966,92274.21,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","FALSE"
"NGCCB","TX",1967,145874.988,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","FALSE"
"NGCCB","TX",1968,144740.796,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","FALSE"
"NGCCB","TX",1969,146206.452,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","FALSE"
"NGCCB","TX",1970,150034.43,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","FALSE"
"NGCCB","TX",1971,146268.421,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","FALSE"
"NGCCB","TX",1972,145227.7684,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","FALSE"
"NGCCB","TX",1973,159725.2014,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","FALSE"
"NGCCB","TX",1974,138677.7064,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","FALSE"
"NGCCB","TX",1975,120211.7753,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","FALSE"
"NGCCB","TX",1976,139342.1814,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","FALSE"
"NGCCB","TX",1977,163056.3035,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","FALSE"
"NGCCB","TX",1978,173240.6073,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","FALSE"
"NGCCB","TX",1979,240663.2113,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","FALSE"
"NGCCB","TX",1980,173711.6261,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","FALSE"
"NGCCB","TX",1981,162399.1429,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","FALSE"
"NGCCB","TX",1982,195393.7413,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","FALSE"
"NGCCB","TX",1983,162504.6439,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","FALSE"
"NGCCB","TX",1984,172245.15,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","FALSE"
"NGCCB","TX",1985,157706.8457,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","FALSE"
"NGCCB","TX",1986,153241.8255,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","FALSE"
"NGCCB","TX",1987,163134.026,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","FALSE"
"NGCCB","TX",1988,182400.2568,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","FALSE"
"NGCCB","TX",1989,189891.1904,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","FALSE"
"NGCCB","TX",1990,179596.4285,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","FALSE"
"NGCCB","TX",1991,188218.6483,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","FALSE"
"NGCCB","TX",1992,193919.4889,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","FALSE"
"NGCCB","TX",1993,180982.1507,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","FALSE"
"NGCCB","TX",1994,187938.3397,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","FALSE"
"NGCCB","TX",1995,218453.6366,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","FALSE"
"NGCCB","TX",1996,185094.7618,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","FALSE"
"NGCCB","TX",1997,222841.9851,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","FALSE"
"NGCCB","TX",1998,178048.5164,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","FALSE"
"NGCCB","TX",1999,178185.6433,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","FALSE"
"NGCCB","TX",2000,196820.2014,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","FALSE"
"NGCCB","TX",2001,175921.9367,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","FALSE"
"NGCCB","TX",2002,233776.7355,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","FALSE"
"NGCCB","TX",2003,224901.1397,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","FALSE"
"NGCCB","TX",2004,198859.8975,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","FALSE"
"NGCCB","TX",2005,164445.1193,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","FALSE"
"NGCCB","TX",2006,151231.2439,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","FALSE"
"NGCCB","TX",2007,166316.5913,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","FALSE"
"NGCCB","TX",2008,171572.9601,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","FALSE"
"NGCCB","TX",2009,171497.4122,"Natural gas consumed by (delivered to) the commercial sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","AZ",1960,55109.93396,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","AZ",1961,62755.67871,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","AZ",1962,62289.47021,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","AZ",1963,59980.65557,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","AZ",1964,52452.8104,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","AZ",1965,39531.95378,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","AZ",1966,44750.94868,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","AZ",1967,42539.93613,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","AZ",1968,50418.46126,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","AZ",1969,61534.1223,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","AZ",1970,62372.92693,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","AZ",1971,72416.19488,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","AZ",1972,83154.75682,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","AZ",1973,60486.81943,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","AZ",1974,43308.16718,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","AZ",1975,18949.28654,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","AZ",1976,26089.89434,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","AZ",1977,31439.35678,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","AZ",1978,57859.15918,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","AZ",1979,54179.18279,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","AZ",1980,52532.36833,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","AZ",1981,60748.97258,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","AZ",1982,32881.77833,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","AZ",1983,20015.3487,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","AZ",1984,26659.76479,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","AZ",1985,44193.35669,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","AZ",1986,31953.20062,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","AZ",1987,27571.7165,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","AZ",1988,26189.02895,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","AZ",1989,52423.15064,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","AZ",1990,25021.09187,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","AZ",1991,23911.99108,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","AZ",1992,31875.01015,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","AZ",1993,21034.45522,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","AZ",1994,26739.91133,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","AZ",1995,22657.08339,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","AZ",1996,22890.95111,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","AZ",1997,27060.11584,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","AZ",1998,42865.10746,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","AZ",1999,55398.87225,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","AZ",2000,97449.28996,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","AZ",2001,132001.04,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","AZ",2002,148020.1912,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","AZ",2003,171564.3582,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","AZ",2004,245082.0233,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","AZ",2005,222772.2263,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","AZ",2006,253243.0526,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","AZ",2007,286297.4467,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","AZ",2008,291570.7623,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","AZ",2009,267697.6405,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","CA",1960,334296.7593,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","CA",1961,410442.9638,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","CA",1962,410637.6866,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","CA",1963,460018.7687,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","CA",1964,555603.8545,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","CA",1965,528667.8017,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","CA",1966,639627.5257,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","CA",1967,621709.0082,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","CA",1968,731532.9702,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","CA",1969,630224.132,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","CA",1970,670628.8941,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","CA",1971,593219.8604,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","CA",1972,643349.9464,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","CA",1973,483768.8541,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","CA",1974,312293.8452,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","CA",1975,291859.7738,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","CA",1976,313004.4588,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","CA",1977,380234.6691,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","CA",1978,320297.3136,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","CA",1979,469053.6172,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","CA",1980,545785.9434,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","CA",1981,691377.216,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","CA",1982,562125.3687,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","CA",1983,487389.0643,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","CA",1984,601650.7508,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","CA",1985,700253.5053,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","CA",1986,464216.1251,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","CA",1987,667781.8525,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","CA",1988,572843.5743,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","CA",1989,675485.451,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","CA",1990,648937.7234,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","CA",1991,646499.0127,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","CA",1992,788627.5425,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","CA",1993,694233.0098,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","CA",1994,834864.5791,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","CA",1995,619971.5613,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","CA",1996,538602.0767,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","CA",1997,607929.3551,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","CA",1998,664041.6392,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","CA",1999,739182.2656,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","CA",2000,911244.0677,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","CA",2001,999529.0399,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","CA",2002,742307.7179,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","CA",2003,721848.2657,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","CA",2004,793193.4954,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","CA",2005,709313.7081,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","CA",2006,795842.0371,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","CA",2007,860407.8845,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","CA",2008,882428.1982,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","CA",2009,830777.2644,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","NM",1960,34880.24831,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","NM",1961,36709.1523,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","NM",1962,38970.39132,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","NM",1963,42899.4886,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","NM",1964,46232.7184,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","NM",1965,48747.24114,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","NM",1966,51396.66747,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","NM",1967,55149.26379,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","NM",1968,54148.60346,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","NM",1969,59838.29782,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","NM",1970,59450.58538,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","NM",1971,53271.93176,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","NM",1972,62571.58639,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","NM",1973,68955.83368,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","NM",1974,69998.73978,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","NM",1975,67382.03838,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","NM",1976,71683.72812,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","NM",1977,72168.21626,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","NM",1978,65936.47209,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","NM",1979,62463.61119,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","NM",1980,57912.20129,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","NM",1981,56141.9951,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","NM",1982,45665.36852,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","NM",1983,30380.93645,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","NM",1984,30686.85661,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","NM",1985,28498.80092,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","NM",1986,21009.02686,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","NM",1987,18934.09025,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","NM",1988,21611.54909,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","NM",1989,28247.86912,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
"NGEIB","NM",1990,26334.92449,"Natural gas consumed by the electric power sector (including supplemental gaseous fuels).","FALSE"
